video_id,video_duration_seconds
MwJbsKLxzfM,634.0
GX_poHvkTwk,766.0
6h7mNG42FiI,1808.0
seEO3--Sy3c,182.0
yNnJ9de339k,267.0
fuhE6PYnRMc,636.0
E28cYXQ6gsE,1563.0
ax4In2xWMzI,819.0
SuRRCU9dFKk,191.0
5dmpvWoaJNQ,3159.0
6O7VvD3YFLY,35.0
eW5lwhcaQh0,35.0
syLMD3fKrf0,1412.0
yqGyKh-njYQ,35.0
_ALfWuufNcg,812.0
UfwNMkE35xo,36.0
wnOevUbNS_k,2599.0
1Megp7Ucej0,1285.0
bZG1ZD4p57M,188.0
mvRE2PuUrK8,745.0
jMfFiwiKJRg,1417.0
IOxolKJAD6U,642.0
VNc8viOJR-0,1158.0
xZgZL_iy1NY,1553.0
6xwktqV8y-g,306.0
k8YiqM0Y-78,133.0
NyeG2mLVCS4,184.0
beOVcdxb6Pw,364.0
di2w3aXPfVM,1556.0
Jwh4OWIWY8w,161.0
jFPo_eZYmHI,22.0
U7G7OSi7CRI,120.0
IlopKgr13iw,856.0
8aL5lsCa2Kk,290.0
D8WJZWfHsBQ,65.0
EXtTPOQIqPo,79.0
-PgCLWDkpy4,683.0
eeC1FJ78DZI,1293.0
3ak8bdyUpw8,902.0
bxmbQk2P1Ig,727.0
ccJu4zSVad4,774.0
Bxj0QqjlCcQ,629.0
Al1zCIH_Fno,2348.0
CS4mI4wDVvM,1525.0
qPralWrG_dM,689.0
wViGsusEP4g,631.0
0VHWlycO5io,1020.0
j4BVmXnVYaw,2905.0
3PXHfjDc390,73.0
xZ1FXdIGf9Q,86.0
vuUfuTDWF_E,1218.0
Q0sHtYB0umM,251.0
E8CkaDpLuWo,253.0
Glt2En4LRQU,909.0
P2P7QMxvG9Q,371.0
H2htSO0kWn0,711.0
LaFXOpNPMcU,122.0
OAZWXUkrjPc,159.0
EZKBVVAVo50,1336.0
qCIbmPh-6Ls,589.0
z8PtMsB4V20,863.0
i5nUufn_FmE,208.0
ZXb_IPYWZ6Q,540.0
SHgl-aoDINw,191.0
61qwvonGeyo,758.0
f98gnVhkDMo,88.0
KQ69tWlnA7k,581.0
hk1T_um0lCA,1047.0
iaepQ5Fklqg,2149.0
Mlnjlj0KLrA,173.0
qPrD3rUG9ZY,1274.0
d2MiKE23-FM,499.0
lWJ-_V2BBOc,108.0
lGpzc2zlHzo,74.0
DJn2blMMn5I,2217.0
GwBY-6pNlLA,1310.0
j3x81t_lDq4,638.0
bUtow2JOqSQ,42.0
IWB6K-8Z2wI,1382.0
nKyaMY83d8Y,34.0
Fwt41_8LrvU,649.0
vtQ5J15znK4,1359.0
-BOCYhNKX90,48.0
wjV6ZBKWOfM,626.0
KqQXNutoyIk,623.0
TJ5MHfmdmoU,2501.0
XoWjG9pTL30,816.0
Y6bMVywtxNs,2844.0
wnSyjTHwcnM,1468.0
2-0l4QDpK74,1199.0
Rn89wP8uHtU,609.0
GiB29TPgL6Q,1639.0
XIrrwq_4I9Y,673.0
RSCGou5Ebmk,889.0
c4G7YI5XbF4,295.0
cJeb5_XljVo,226.0
mdpmW62RtT8,217.0
rTuY3D1oXYs,241.0
wA0BwFmaGEI,427.0
vqkoZqQdM0w,2126.0
_PBAPQH0IBM,303.0
MxOnV1YS198,36.0
WbZIp7t1k6E,740.0
c0hgeGe7QXs,179.0
7e1eptBrrXU,88.0
wdpt51cZacE,2242.0
gYtvNSk36Rc,1251.0
Gnb4_UPN45U,71.0
D3_B6Il2wwk,2607.0
umtwYw3K7MI,1126.0
b-sejOyXAAA,92.0
7UD6yfImd3o,38.0
QBuhCvG1v7o,25.0
wlC_eFbxwDo,297.0
aUqvFRHG0CE,104.0
87JIOAX3njM,152.0
7OkjObfUj5Q,115.0
80g1QIpf3W4,2046.0
DbZb2k0PfoU,125.0
vdobQu943p0,2078.0
BzLD42fAeto,650.0
CTr-xhlba84,216.0
sa7AjTu4RrI,236.0
K79oidF3J_c,195.0
ihM35SsV1U4,199.0
AMsczwAGlFY,395.0
_ymAX-kplzA,96.0
jqERH9odNIw,1095.0
Gp1RNYBckBs,291.0
wmJbOme1r2k,42.0
oaav2Pfe_Bg,201.0
PLtvBaTgDzU,90.0
fQXwUs3mw9g,1328.0
1G0JihGYL80,510.0
zv-Z84s0e1k,637.0
CPY7jonjghA,195.0
zjQk5l_Y--U,690.0
H4ugAvOfHDc,1385.0
FkAYYQrDVMw,40.0
C_HqpL5bUY0,298.0
0sIfuTDwuTE,896.0
ZTz1jb0STeg,2302.0
VkXmTHOSCZw,650.0
eJmP54423nA,668.0
NBkIXOAXq4s,2379.0
JHOvTV98mX4,899.0
v76taPZamis,26.0
2hnlOE2-qjw,1331.0
QU9c0053UAU,227.0
lnJ_tDUCSEY,399.0
YoyTDwh2p8A,2299.0
E3D_s5f7fFc,76.0
1zXJzxoICqw,139.0
jZOtqXcYS5M,722.0
Fh-N9yLrZhQ,1238.0
9MvI-dMx3mk,200.0
4FCeOgO27t0,635.0
iSxRVXBQ8rQ,625.0
Uk4rt1pN-DU,77.0
6nRwVq8XUNA,378.0
tbkalExyur8,260.0
rywFqOW5c3I,311.0
XdKTXK_iClE,51.0
tZ2XgFc0EFQ,1152.0
NLKwRW2y-sg,215.0
bzSDC8sAqkk,35.0
76-BtFsgT5w,241.0
OvkT5tQUTUA,2637.0
jGCgtvD2B2A,35.0
rS4RBoC76o4,46.0
SYpMyCI37U4,1099.0
sOsIKu2VAkM,307.0
woKq2sD8xho,200.0
HxJu7cV_VYI,67.0
DyV-Fk5bQDg,1216.0
Tnpk58L-ytw,682.0
h9k2ctHqip4,391.0
pwJjYGNLSK0,1389.0
Ui3fvqt9lBc,1372.0
L8hhLcQExlM,2007.0
ZIYyqNIUGL8,37.0
VsWMdT7NPfo,636.0
h6u0Nme65jA,1783.0
309cjfCAf90,603.0
Viwwp2wJS5E,898.0
Cjya-rcBDFU,33.0
J68rykcdArc,548.0
oGEZIhmHje8,1579.0
ihuh07OK1tQ,2353.0
xq6qAPBqZnw,2399.0
RTGzc5alIIc,640.0
xoIsfnjDehQ,635.0
aXKx9dL6d8o,89.0
P77moPqFQEI,642.0
F6SLMst9ez0,366.0
wu9amxsmG2o,398.0
muGZqWryC3g,2179.0
S2MwJmh5xgY,197.0
-RM7N8ZqhdY,847.0
Vm3re_xVoEM,515.0
ulyMnJkDKtI,1038.0
2bpuTDrkbH0,1034.0
8UMJKpenlg4,121.0
pjei5Mfjf1I,1348.0
8Lz7yZ8ofYA,936.0
EwdatLDzxu4,808.0
sV-eTi4wDQI,860.0
LUKXOgUijx4,739.0
L8tHfk4BwLs,179.0
jdomz07EXjU,512.0
GdGgHQsNeS8,87.0
-9525mGxz_A,84.0
DJvWjTlOBSQ,309.0
HsihdLT9dmc,520.0
XQfAE5bFHHQ,630.0
27Q4pYGARag,1881.0
zZH_xy-aAuc,1278.0
dt3y3ILK2aM,1364.0
1QYBiNRu1ok,205.0
0q4vb4wJ1MQ,840.0
ONp3gJnzTts,1252.0
sy0Z0f_KgL0,46.0
C3Z7jtqYVqA,393.0
j5irDtqXOy8,840.0
AZveWnt-29Q,798.0
sKdHm-VOqww,48.0
J_PPJNDmPvY,349.0
yoyDj-Bogk8,801.0
EmQ3GrCcsvU,919.0
-ezvMt014vg,46.0
rppizp9fNrM,102.0
rbXHviezIVI,27.0
LQEN1uQ1nqI,1510.0
stcCZWCBegk,224.0
rRFbk4cmtzg,2719.0
RXrN2vgCwYE,814.0
i1_NmBcLN-Q,362.0
syPo4Zx7WMM,135.0
ADVNZM-qrT4,171.0
9crcoUdkNOo,165.0
ShG3wOcPXEQ,1474.0
SsmGvYASmmo,643.0
P1zm-tw11hA,898.0
tTXtaP3xZbY,649.0
uvZ4RLnHsSY,3480.0
c66TMZWj0SA,899.0
JkYKt9w-Lkk,497.0
jo5LlyvZHVg,146.0
3cjDn0fxhzc,150.0
dVQKDb-HP2k,3393.0
duAGz_eJCxQ,1019.0
eVRhsgGE2_A,325.0
YpK65Eexe7E,366.0
mo3bmmXrxy4,280.0
iVDmH9lI2kE,290.0
MJ4_aWDsh8s,30.0
-AQWkqbaLE0,2500.0
qqdNvOAzgtk,1883.0
jULL8omXTzE,1849.0
wzBO_QLzVsM,364.0
4McuZCGBJkk,1295.0
OG57xja0gxY,1583.0
crCNWUCO1I0,245.0
vWO8ffuPC7Q,1397.0
aDxNB2rBTQc,646.0
CDmOoggo_4M,607.0
AMgXCpleq6c,2366.0
Vl2L66ycxXY,1263.0
g5WZLO8BAC8,203.0
dR4nODjVz68,968.0
IsCNIyCp23c,2940.0
3h2U1s2RsgA,898.0
2pw2Ft-Z-ME,898.0
6aeaaE8yAnk,1205.0
MCZbfEgTkqI,3040.0
1F3hm6MfR1k,207.0
FBuxeLTR0wo,2450.0
d5hgMWAQz0k,29.0
UG5QEdQtdaw,798.0
0oJumSWFNDI,1146.0
tPzUqxBbgOs,1156.0
9vJpr2_ismk,28.0
apUtWU9sSpM,271.0
cb6GMt5g8TA,990.0
neHVFmJt758,2698.0
Q-tOP_Z8Zas,214.0
gfEOvztr6ws,111.0
3fulFQKpFEo,166.0
th6yhmLZJzQ,1158.0
b-udsx3mB_Y,900.0
sIWcUb0Tv0s,92.0
kbQeYAaWNVM,311.0
-lJpHiGK8Pk,1222.0
gFWCdibWwB0,36.0
NPFkT8KiATs,491.0
OyvR61jMbT0,1367.0
wpJDRh8az4Y,1361.0
BsOVZNl3ohw,498.0
MX0IotTWR_Y,54.0
-m68JbfyfWM,2229.0
oveQnJz2Pac,362.0
0FO1S7NqiH0,642.0
8YD1utZFbnw,628.0
lWjVOpHiWPI,2361.0
4JDYCg9xSwg,435.0
h-B5XbtgAeE,55.0
NJhasW_aCkM,900.0
qi-pHAM8Jbg,549.0
6ChZKvgpkG8,210.0
7JUzFyn0Gz4,640.0
nU_qiQjiOxk,842.0
oGltPd3Et5w,40.0
fGc09_-CW40,570.0
qTAegUy7mo4,191.0
ckZTk20eESg,637.0
YT8rY_o5VhY,191.0
8Sz9F8uroSw,2713.0
VC0Rc60ojfc,40.0
_XwzjNUv7FM,726.0
27sCc_J5ut8,223.0
P2rEw8Uvwgo,200.0
x8jHZxF3rzc,1237.0
f6E4qTdYQ7U,220.0
dh1m0BLsjIg,1883.0
4H-qFfVEuiU,60.0
RjClqMbrq7U,40.0
gn_xj-1Yjjg,932.0
tz88Z-x7sYY,46.0
_pw36I5VnIY,270.0
cYSuCS0BDhM,93.0
OYGM7HDljn4,35.0
mFd4Q9Uqk7M,504.0
iVbIao5ZvX8,34.0
6f81rOLq0pk,748.0
PyL4PCtsvGw,60.0
GttaYpoKJ_k,641.0
qWmgrIrVjP8,1400.0
oXumRMwea_I,1402.0
jMuOFtP-8SM,2207.0
VXDWHLj0n98,834.0
lHT_MKPBUJ8,484.0
Fr3IbzKMCbM,1379.0
QXJyMpxd210,190.0
hPvG_Rj2M64,1853.0
ldoGItnu47k,2327.0
3caSnVjrbn0,1104.0
bYHdr75nqcM,1343.0
hzfNhIyqlxM,609.0
wJ7UWuVC4MI,616.0
f7FEdRdMnf0,626.0
vKv26QmJrbA,577.0
xGMQ0EUkBus,900.0
CZOxAG0aUTc,458.0
U7T1FAW0QxU,642.0
6ZO1Yky4os4,545.0
ieJN7sBfOuo,2754.0
ExzKaz_uwSc,808.0
0CEedcf-ruw,197.0
52zl50cjy0w,1774.0
kXyzkyT3ePs,192.0
9cEO_1s0dt4,598.0
5rkLnGaKWgk,235.0
qiL0WogTuxg,102.0
9fJWR045VoQ,713.0
77hG-3AmzFc,37.0
Z6vwbzBEFcc,428.0
3-v1VrLxUR0,196.0
LLweoq05DOY,166.0
7i-I5fK31fM,1221.0
ypx9Z2bSviQ,505.0
b0QHahHZXic,125.0
I-IKZoGWkDo,481.0
lhhem9jEhkY,1357.0
18ICVXa1CVE,1162.0
2VE6rpyjT28,1385.0
jN5qqRi0aRs,496.0
HOb62PXYd94,641.0
448KMnuJHS0,2410.0
JkXSobYe3uI,1416.0
-UJCMfuFtSQ,167.0
UJPZC65vzAc,887.0
u5IDaHgymqM,452.0
xAjvy5TnVgs,68.0
zJ1vWsRO5rg,622.0
LABAVQKG_XU,63.0
4E8C9J51bkk,654.0
viWhFpCnS3E,1033.0
3vEo9cTLv-Q,585.0
bWnybN07erE,424.0
lFoUOgY9OiY,266.0
wS_qbDztgVY,140.0
918oGJFtjjw,172.0
ysLjUqgGP_Y,1810.0
ZtrK0fo46Fg,206.0
bgqGdIoa52s,117.0
GlLKEE95Jn0,543.0
UnysWjs8R2Y,33.0
5X6S4-bl0xk,35.0
W3f6SvV4DGM,639.0
4hioe7Ksmug,441.0
VerOW-iGTPE,42.0
fez7X_oevNs,834.0
8eMBNgz9bRc,272.0
cnFJiEy_qW4,1375.0
tiYHcTMe9RY,1387.0
5cZv27unspU,633.0
D09XH6xYD-A,1655.0
58Lo6q-OVSQ,55.0
uzBOBPNZ5rQ,102.0
gJt53nVxvfE,2323.0
qoKFA_sv2HQ,898.0
wpzJpX8mQBg,2354.0
dtqRFpYgIpI,688.0
SAsaK8pOnnw,3116.0
hP4NjFtFiMA,2140.0
Eqs2ZiOAag8,629.0
2CrFhfeHDTw,280.0
SoZ9XU2cmsY,105.0
yge_ozzG5yI,207.0
PbsxjWNq2nY,755.0
Ades3pQbeh8,188.0
57Vk7cuStjM,659.0
y7EcILqwAJA,1067.0
yB7PNdUoJgw,1431.0
Rcl2jlJpuF8,40.0
lPOm-oN7Gog,484.0
3HPgIoy-t0U,152.0
a-xGdXBxqVY,807.0
wb26feqJz2E,566.0
4OGILFgSLqs,388.0
nCuU8tWAEII,181.0
Qsu40dgBh0s,482.0
F-lTuxNXy5s,96.0
B0DuIcz4Krs,175.0
1GXzI7nVMRg,641.0
51-UcKqMagk,149.0
8yDblqN8ZAs,283.0
eKUETICiQMA,2196.0
RLZtJsm225Q,42.0
E6_hG51SYEw,1421.0
_kS7F4VpJa0,211.0
lCa-9D4InNg,634.0
7Xq0OA_kukQ,1331.0
ECO4psFcX5Y,3395.0
QmduWNa-J8o,399.0
mnIL5WUAeK0,235.0
f65wzTRPA90,786.0
4ood111sfRc,1318.0
fvMiIssYaCQ,45.0
Y0tYtatquj8,1054.0
xvA8PPSLpMk,1309.0
ZfXui4ZwEb0,1203.0
IZDviMcVroM,1607.0
j0oDSwun010,35.0
T7Uov8Dkjlo,30.0
9EBJvD0ZAMk,733.0
3xmn4wnQi5w,804.0
NmjXP6ukrrI,3028.0
3BqQw3RO-w4,1447.0
lpZAZRneKCE,854.0
OKLPA6wfcTE,968.0
dexCL_jIqps,1507.0
2xJzYd-0-so,648.0
3kB-o2RYQtQ,40.0
pUSXzn-4uk0,34.0
paxBEA-Pxfs,1617.0
IA2jg94-52c,1430.0
DpppDuaJH80,1215.0
KTDqp7Qvgtw,1325.0
2qVJRil7K_Y,1138.0
EznyyoWqhi8,75.0
q_MnwcMszec,605.0
JmXYv7LHeUg,367.0
_8d9aNe0a1g,631.0
NOEK_LqpojE,1092.0
bMaCIEIrJys,1386.0
PRB4ZkiDAPY,228.0
BoCXbWjuyAw,1058.0
FhLSYPeMAKY,33.0
lLnkyG_wrHw,1731.0
sMdWGkbKVa4,35.0
u-HOe1G6pq8,979.0
XQolsAFv7sg,949.0
krgkO2koRjc,246.0
m_2ypFudF7I,843.0
Gi9gCV67kNU,32.0
IdLnGGmgQZA,429.0
389q7Y-qghc,492.0
QU1lFGMVyWU,493.0
7m8LiK01SQI,629.0
xbyOPctNEko,46.0
SZQH6AYNjGo,2224.0
FZUF3a7RlsM,729.0
ERXFX9QzWMA,1153.0
phWTlTWI09c,2354.0
AW2i3JxbHj4,618.0
3OrFHIhcuw8,889.0
v513jad3wdM,374.0
wMNrGvXpqAA,221.0
MY8_XZxYlpA,802.0
0aiEh1KEJEc,760.0
jBjhYJL6j-c,1332.0
GG7llMSCRrw,2710.0
oU0o5OipQwo,74.0
CP9g5HQLI1g,753.0
7pUMmpeNo18,870.0
_ycVrCKhTbo,2205.0
5CPkqh1znqg,52.0
bnnF5Rr5VRw,280.0
M2r2xLnKGE8,74.0
kcq7o1nzsA4,184.0
3DfH0hLs3iY,1706.0
pToCNfZf6XA,1622.0
rHqow23nDgg,193.0
BspLJ7nBLFo,1159.0
ELohh5tzgQ0,232.0
vCvgRLaw6q0,27.0
15O9A8nJMWs,506.0
xbVE9CXtKqI,225.0
7wND8yhkDFQ,1804.0
BFeeNefNGe0,189.0
kyq_4eozqWk,646.0
Bxu3OFnhst8,491.0
dk54fkHjFQI,141.0
GCHrrTv3JDk,482.0
_8KcrKjfCqc,765.0
3eDd2skRy78,92.0
ABHbM3QgGX4,1411.0
K1WSjgneeOY,1307.0
-aC5CSRuU7w,1397.0
Qk8XmWv0yEo,2212.0
OW-dpN4y_5o,2917.0
MyhiXuT1nyw,43.0
GIaxfnOH1Pg,699.0
wLMIswCB4fU,1619.0
LHXAIMmwG7M,215.0
AQPBePMGNo8,639.0
nFoFwSkJwXE,283.0
YTuQkEmyIlk,157.0
1Hqswxg1Q0s,896.0
ybyEIpG9B8s,2228.0
15z3ezRSRNk,65.0
Kdn1wt76MX0,60.0
sEFwiIloMpI,2421.0
eHyPS8p5CgQ,202.0
46xEbRJNgmw,898.0
xdCrdhBz9UU,635.0
cLr8pkf84aA,898.0
hb3vD2xlw8c,1339.0
DVD5nNWiVjs,1212.0
duQX_ICfXQc,664.0
KgY4MoExChs,1330.0
wzruYEymDYM,389.0
dfYOnQ86Qbg,2266.0
Y1zk5OO5J1o,335.0
jnzuXnj6HE0,42.0
kpurrRzyZyU,625.0
yqhK5yqNorE,624.0
RLzC55ai0eo,199.0
ane4lWbsPoE,2379.0
03IPYb-IBeQ,247.0
84y0XGk583o,656.0
kJiRLSUm8bo,95.0
fmh3gZsLWLw,99.0
lNGRIo_8hhI,797.0
_znXf2URqL8,226.0
6u4jX6byWJ0,868.0
13wRB4SWSDo,2136.0
TmZdpQ39C_8,2934.0
1Aee9rgImmc,654.0
RcATIxDIguk,1320.0
-Nnl3BOgEhU,33.0
CO49e6ZLc6o,34.0
1p9-CfT3kvA,1251.0
NTkfb86iq0g,1376.0
SCvcTRy9Dxo,39.0
IiRG3_dhhfs,54.0
2ZUArzMUWVY,579.0
yS7GD2JpwTU,488.0
UqHB_0c-EXo,1365.0
ZT81Hmut8Iw,985.0
QMu34ywG7r0,197.0
piUyKItQ1xQ,1553.0
90VywAMPkhs,2334.0
mOTZhn_y-S4,864.0
JJQfocGBh8k,1050.0
4LfivLq2eGM,276.0
xUOV-xr0hrU,895.0
UIGjHINiq_g,485.0
UfrT9zkwqDU,246.0
0lKjyXRejO8,93.0
SsNxaqLDqas,193.0
wQnSyckafIM,185.0
YdjTWBEwcio,2511.0
_dXBow7Js8k,838.0
3xxSUgDvDkU,1404.0
HhLiGJG8jd4,668.0
ENlKAY34_dE,35.0
xYJuYfsCz5I,35.0
TVgGrroAIG8,43.0
YPHmzsJel6w,91.0
rKye92fN3Hc,216.0
apxjaVQUxgQ,274.0
P9otDF382eE,1393.0
0p971Kjrh08,637.0
GuAXUBx-6uQ,195.0
n3bE1OAnu1o,211.0
4JkTwG8wlVY,452.0
XZnuFdUPIzE,170.0
h95zc_4ykI4,2376.0
DysNim9thqk,34.0
a0Gdu3RzOSE,637.0
-bz0OLf7BVY,260.0
EIn2acaxaQw,524.0
g052PSlxJl4,389.0
BxB1y9onoTg,53.0
P-WP6nA7o6E,707.0
l3ESp34Gm6w,2275.0
G7RBRKzj0VA,900.0
jUATSYAqckE,528.0
usq8sAQZZPs,642.0
TrVaKSCUttU,173.0
rmVj6rPlb4U,185.0
-7W22fK2sGo,45.0
3d9i5s-swXQ,201.0
odZT2jR5oKU,207.0
w50VaiYGH_I,604.0
WBJ4TwP1Yh4,1112.0
IpiY4QjcBzY,644.0
IaZ5jyatPaA,1198.0
xelrmlSG_2c,642.0
g3MIXos8_B8,345.0
Hs7aeY-l_dU,264.0
fPYy20TkvYI,285.0
4IMcB-ZY_Jk,1129.0
v9DL8SEJ3sI,585.0
GF8HgqemgHk,160.0
HnzF1hpcrWY,975.0
Z3eRZbNV1Kg,335.0
BZAzHFXf6eo,1300.0
36s6Sg66INE,36.0
cVG1hUf9frE,509.0
kP4WF2esKQk,639.0
X58U7CTd1cI,35.0
p1vv9AK95LE,1403.0
5dxQdzdwMBQ,391.0
oe7YgiqhTg4,1358.0
70KX_sm5zgg,794.0
2gIc2p8FcLg,33.0
uymAmzdZQ3w,640.0
8iL8GxOQHgY,232.0
Bk7sV5WDkUM,56.0
H-WguUBRN0w,2431.0
Gb-H1NuBOt4,546.0
aerP4HDtMHI,925.0
yW9cnPE1B6o,112.0
a7K0IXyanf8,2262.0
2BcOE4K9f0E,893.0
pjRvHOIHPvU,673.0
vw9PwH_660A,768.0
_HCYtqNfzn4,696.0
S-uTP9fL_bA,89.0
Ckj__7M4pmE,73.0
AwZgaAC-mUU,931.0
c0rzUbRiwBc,148.0
pNKxI6NeJD4,222.0
0SyF0Py-NdI,257.0
R8jBM6a8Yxs,508.0
NZ0kk9tW5rg,1631.0
cckhk7qzVWs,2377.0
6ORh3j2HO1g,1552.0
7j4aAO84z7M,45.0
ZmB2DLWzrPo,1088.0
AXTtfnkUelU,153.0
T4E8pj3Ldts,36.0
mto1c6N_8lk,921.0
lZvRztlvSVc,263.0
_pUUEjbeJ2E,627.0
tYdz6qm8grc,34.0
PVuJqWWXXlc,1159.0
P_ZfPMJBCbw,39.0
HYbqxovsUds,950.0
6-eqC8ybnak,494.0
F-GEKjyqKX0,310.0
r-cQdReJQro,1530.0
BBznW-mvRsM,638.0
8zbxoHc0pUA,563.0
KGjuPYblfqQ,942.0
xg2SXxH5IZQ,1210.0
2Ue5TvRJjrM,2424.0
wYgaOmkNn1M,3764.0
O27I_g_xqLI,38.0
WIWULzvK9MU,407.0
1xupbq0H7OQ,1132.0
nONOKnHCflk,1194.0
yErshhBS4Rs,35.0
g3z4NxKLQQI,714.0
ocDDLPLKe70,2329.0
hrcw01iAn94,1101.0
VHimqrNDQd0,35.0
F_F1MhTWMcw,60.0
MGVLIHTnaDc,482.0
ah3-waOAVZ8,1245.0
_MjgQvD01XE,1083.0
P6lsde-b8iY,1197.0
M1SWvjMEEHE,466.0
sCUqs214vpQ,3566.0
d9JfNMNiTOg,35.0
sSRQp4mxIrE,1028.0
cvwt9An_UUo,256.0
N_0WsX5GBno,1384.0
dstCbQ4rcms,561.0
cxindw7xaVs,1124.0
l8FfRFRb0Dc,298.0
pNmy0FtKsu4,499.0
-NUdbbI0tzA,1973.0
72pfyWHVToM,493.0
hfzGlxxA160,769.0
tRC_nxq5Asc,262.0
f7AnBt2sQR0,897.0
69Yw_vEjN4M,866.0
B8gmRDpLuw4,583.0
jm1a_6Go8xE,1997.0
KqGzYGWsLyw,114.0
u62tIMVZr0I,3284.0
ifb772cv4PI,572.0
9HyUMZiggWA,373.0
Wo1bvxfm82g,634.0
PfyoZ6pl8ms,233.0
s-EpMimXw9Y,452.0
S9BcGKcCqAM,217.0
ExVsdJ0kET0,6589.0
GIdTqsSs2_M,2559.0
PcYOKFFEm2Q,64.0
7gVwK9Pv6Yk,2015.0
5tiMiWRqpgg,613.0
AksDflWhrCQ,477.0
jyGKQiTBXp8,1000.0
VRLcVIC6IAY,207.0
RhQV0jwXLT8,952.0
wAGk8MyJNJ4,527.0
fQ-wErAUkCI,358.0
NAG6hy4Z4gQ,3005.0
kh37aBr8nss,917.0
buknhkSu6-Q,1599.0
rX8tE7YTIwI,2376.0
BoMu9tHF8KI,40.0
XJ9pFa9wTiA,120.0
1BHbwND7ysE,719.0
aNON03z_R08,981.0
24VyyFSkjMs,2248.0
mSG-MB_XEsM,2261.0
Vz6UZNwy1nE,2812.0
4Gh4AupadU4,1560.0
bAlwIbfywmI,35.0
TFfMKt9Ud5g,1129.0
hSnsXUgBblk,40.0
QKe5yIaWSUM,50.0
AjJi2apaJS4,1983.0
pTV9hnRFYL0,109.0
OC_YGWcQGpU,203.0
WIBmBbNWlg4,330.0
M4ohKrznGN8,1297.0
lfrR-F6wyTM,741.0
D02D1ZCcRaQ,1161.0
6iYdDBj7tXA,751.0
O01sTSvAGug,1616.0
eM1F_GVXl80,471.0
BxLcR9DZsHY,644.0
ifsVqs2R5Xw,1255.0
ILAxbsvGEVk,605.0
R4oXqKqzvkQ,144.0
zvZ44iVNEwA,687.0
s7sZPLc-Ib4,548.0
4O3o7xv43pY,286.0
GHLIs9_kWC4,84.0
AQEc4BwX6dk,226.0
dug56u8NN7g,146.0
3FN16DnRVFY,2485.0
CNB-8RxWm1Q,53.0
lpFF6pYLiRE,198.0
xhgtgbl2ky0,22.0
eeUUchyvcAA,15.0
IE4z3ryUGe4,1384.0
xxC9lbj7YAs,1247.0
VK4Enb6xZfQ,1192.0
P1BSEd1Wr8I,2125.0
IA4SHeXHu2A,89.0
tGbKhMg0ijA,172.0
IHx2EQaBHq0,336.0
liiqEveLDbE,144.0
zzF1KnfCCSg,1394.0
n7UDQ9bzXBY,217.0
hudhRNSwLxg,2345.0
xCvC972EeA8,2262.0
ENvjkFvqJpY,650.0
VYlM2xlUNYM,35.0
ijDWv6oZZWU,93.0
0bIRwBpBcZQ,204.0
I7n7Ev0jVw4,1014.0
Q20_n9WLWeY,29.0
BNQv6BkyTBo,502.0
x1OYHA7gujE,252.0
KbNEtHg9UnE,120.0
nSJ5pzDxCVY,1206.0
f8zzdB17m9U,1392.0
qFdeDbdXod4,1395.0
ac10wXitV64,930.0
6e5XkTW9CIk,1398.0
zpf1gRAQsCI,853.0
2tA5THDff5o,641.0
lr7ww6wAQtg,900.0
TiNG7sVscf4,724.0
hIs43oYZ3r4,469.0
bVdtXcOZ8Uo,578.0
dlC1tNsr-n8,192.0
RBPVaBAQE-w,221.0
_lpxWzvII5k,203.0
OMlGbmvh0ls,1405.0
qht5CfIasGU,193.0
vPvCOk8ZQ7s,48.0
RvArGw9MVf4,1181.0
4Q_yqwSEdew,96.0
C3oTZtzT8Bo,646.0
6PsOS82ZC9M,2252.0
abj7eiWB4yY,413.0
YWSutKX6G9I,760.0
U98AAhp6eP4,38.0
YcQewjh16fM,140.0
SFqnYaF6XiU,563.0
J7gBsPtNUT4,247.0
V0MjthLFUvY,1308.0
BQttRPJ3-Sk,194.0
koZWf_VVNLw,797.0
eW0HaMzO5Kg,35.0
8_NoPerwG8Y,65.0
Pv3PLIKUmKQ,180.0
nnRxdBgqu4Q,2403.0
B-RMyqeL9BE,3003.0
RWLWAmZc7WU,497.0
Rli2D8ZalO4,237.0
NLB1kj-xO-Q,3544.0
WC8kxnj1sLY,545.0
S7v9J-ac7KM,212.0
DveSDn6dyAk,642.0
Y5BeWdODPqo,136.0
Y6ZKXqM7HNQ,193.0
pgEiBaF2mHA,172.0
v0i2KyLzXzQ,261.0
nqbs85nmMWM,837.0
jXDRxtr2-Xc,148.0
ahKLWVnnmUo,197.0
N5Y0iXkm6Ag,892.0
Gwva7b_dvVY,415.0
FaZB4KuOf8g,131.0
havmkKuAH1Q,1710.0
eEJ5oYUJZt8,741.0
ehGsAj1P5MI,2083.0
d703A7Af3h8,311.0
diV-Psh2EOY,41.0
16PbsSPmjCo,639.0
FuZ2mk027Y4,75.0
PRDNNhup1tk,1188.0
2mKGviwZ8sE,1126.0
ay9ZULHA-64,1428.0
7_6kgedYPdk,35.0
jH5_TthNGIU,40.0
tDo1SXpwyAI,48.0
Wzf_0Bhwims,1866.0
E3NBcf5_j3c,1137.0
junCtaxpm6Q,1698.0
Dk1BQp5GR_o,809.0
kzkzLg-YRmU,180.0
Z_mR0sCpVKM,1413.0
IvC1vTii4zU,1244.0
LkBRL2WVuSo,2405.0
6_mlpmm-M3k,551.0
